Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
MTH,"Meritage Corp",99.18,-0.86999999999999,-0.87%,99.77,99.9,96.34,603500,07/31/20
MTEM,"Molecular Templates Inc",10.97,-0.56,-4.86%,11.59,11.59,10.72,310200,07/31/20
MTDR,"Matador Resources Company",8.68,-0.25,-2.80%,8.81,8.82,8.32,3993500,07/31/20
MSTR,"Microstrategy Cl A",123.92,1.77,+1.45%,121.7,124.26,120,82400,07/31/20
MSON,"Misonix Inc",12.43,-0.17,-1.35%,12.55,12.55,12,59300,07/31/20
MSGN,"Msg Networks Inc",9.53,-0.23,-2.36%,9.67,9.67,9.42,269400,07/31/20
MSEX,"Middlesex Water Company",64.06,-0.84,-1.29%,65.02,66.38,62.95,59600,07/31/20
MSBI,"Midland Sts BNC",14.09,-0.37,-2.56%,14.34,14.35,13.78,132900,07/31/20
MRTX,"Mirati Therapeutics",121.31,-0.3,-0.25%,120.56,122.73,117.68,418500,07/31/20
MRTN,"Marten Transport L",26.62,0,0.00%,26.49,26.9,25.64,329600,07/31/20
MRSN,"Mersana Therapeutics Inc",19.88,-0.29,-1.44%,20.03,20.09,19.03,806100,07/31/20
MRNS,"Marinus Pharma CS",1.68,-0.03,-1.75%,1.74,1.7463,1.61,1111400,07/31/20
MRLN,"Marlin Business Serv",7.34,-0.4,-5.17%,7.02,7.54,7.02,26000,07/31/20
MRKR,"Marker Therapeutics Inc",2.01,0.04,+2.03%,1.96,2.02,1.9,163300,07/31/20
MRC,"Mrc Global Inc",5.95,-0.14,-2.30%,6.03,6.07,5.75,803000,07/31/20
MRBK,"Meridian Bank",15.02,0.25,+1.69%,15.28,15.28,15.02,2900,07/31/20
MR,"Montage Resources Corp",4.29,-0.0099999999999998,-0.23%,4.29,4.32,4.1,575400,07/31/20
MPX,"Marine Products Corp",12.83,-1.3,-9.20%,13.61,13.64,12.38,143600,07/31/20
MPB,"Mid Penn Bancorp Inc",19.22,-0.64,-3.22%,19.73,19.83,18.49,17400,07/31/20
MPAA,"Motorcar Parts Amer",16.64,-0.62,-3.59%,17.13,17.78,16.3,75500,07/31/20
MOV,"Movado Group Inc",9.64,-0.08,-0.82%,9.72,9.76,9.39,229700,07/31/20
MORF,"Morphic Holding Inc",22.51,-2.14,-8.68%,24.51,25.15,22.1,91800,07/31/20
MOG.A,"Moog Inc Cl A",53.72,0,0.00%,53,53.96,52.55,185500,07/31/20
MOFG,"Midwestone Fnl Gp",18.08,0.62,+3.55%,17.63,18.54,17.55,74800,07/31/20
MODN,"Model N Inc",38.46,0.91,+2.42%,37.73,38.47,37.04,380200,07/31/20
MOD,"Modine Manufacturing Company",5.44,0.08,+1.49%,5.27,5.71,5.15,516100,07/31/20
MOBL,"Mobileiron Inc",6.23,-0.44,-6.60%,6.55,6.67,5.6,2387700,07/31/20
MNTA,"Momenta Pharma",29.49,-0.83,-2.74%,29.95,30.02,28.45,1102000,07/31/20
MNSB,"Mainstreet Bank",12.93,-0.37,-2.78%,13.3,13.32,12.93,14800,07/31/20
MNRO,"Monro Muffler Brak",56.3,-1.28,-2.22%,57.04,57.61,54.48,373000,07/31/20
MNRL,"Brigham Minerals Inc",11.08,-0.19,-1.69%,11.11,11.26,10.79,353800,07/31/20
MNR,"Monmouth Real Estate Investment Corp",14.43,-0.06,-0.41%,14.44,14.51,14.1,654500,07/31/20
MNOV,"Medicinova Inc",6.22,-0.32,-4.89%,6.67,6.91,6.19,934600,07/31/20
MNLO,"Menlo Therapeutics Inc",1.61,-0.03,-1.83%,1.65,1.66,1.57,2474900,07/31/20
MNKD,"Mannkind Corp",1.56,-0.08,-4.88%,1.65,1.66,1.56,2005200,07/31/20
MNK,"Mallinckrodt Plc",2.23,0.1,+4.69%,2.16,2.35,2.12,6601700,07/31/20
MMSI,"Merit Medical Sys",44.72,-1.82,-3.91%,46.73,46.73,44.07,465300,07/31/20
MMS,"Maximus Inc",74.21,0.36,+0.49%,73.83,74.42,73.19,393400,07/31/20
MMI,"Marcus & Millichap",27.24,-0.3,-1.09%,27.37,27.37,26.73,132600,07/31/20
MMAC,"Mma Capital Mngt",24.78,0.18,+0.73%,24.52,25.15,24.52,14800,07/31/20
MLSS,"Milestone Scientific",1.93,-0.15,-7.21%,2.08,2.12,1.92,258800,07/31/20
MLR,"Miller Industries",28.35,-0.44,-1.53%,28.62,28.83,27.95,52200,07/31/20
MLP,"Maui Land & Pineapple Company",10.41,0.27,+2.66%,10.12,10.44,9.91,35600,07/31/20
MLI,"Mueller Industries",27.96,-0.31,-1.10%,27.98,28.12,27.2,267900,07/31/20
MLHR,"Miller Herman Inc",23.43,0.030000000000001,+0.13%,23.17,23.63,22.53,908500,07/31/20
MLAB,"Mesa Labs Inc",236.94,3.49,+1.49%,233.5,238.75,231.53,44100,07/31/20
MJCO,Majesco,13.05,-0.049999999999999,-0.38%,13.1,13.1,12.99,162100,07/31/20
MITK,"Mitek Systems Inc",10.26,-0.55,-5.09%,10.85,11.49,9.75,1238000,07/31/20
MIRM,"Mirum Pharmaceuticals Inc",22.08,0.7,+3.27%,22.41,22.55,21.54,69000,07/31/20
MIME,"Mimecast Ltd Ord",46.93,0.089999999999996,+0.19%,47.43,47.43,44.85,1400900,07/31/20
MIK,"The Michaels Comp",7.18,-0.24,-3.23%,7.34,7.56,6.98,2902300,07/31/20
MHO,"M/I Homes",41.63,-1.76,-4.06%,43.09,43.09,40.16,372600,07/31/20
MHH,"Mastech Holdings Inc",21.5,-2.77,-11.41%,24.05,24.05,21.45,63200,07/31/20
MGY,"Magnolia Oil & Gas Corp",5.98,0.06,+1.01%,5.81,5.99,5.77,1689000,07/31/20
MGTX,"Meiragtx Holdings Plc",12.99,-0.46,-3.42%,13.51,13.63,12.65,81600,07/31/20
MGTA,"Magenta Therapeutics Inc",7.02,-0.11,-1.54%,7.1,7.14,6.9,215100,07/31/20
MGRC,"Mcgrath Rentcorp",58.02,-1.96,-3.27%,60,60.02,56.31,140800,07/31/20
MGPI,"MGP Ingredients Inc",36.27,-0.23,-0.63%,36.06,36.56,35.55,89800,07/31/20
MGNX,Macrogenics,25.4,-1.35,-5.05%,25.22,26.13,23.95,974800,07/31/20
MGNI,"Magnite Inc",6,0.31,+5.45%,5.89,6.1,5.88,2094600,07/31/20
MGLN,"Magellan Health",74.17,0.030000000000001,+0.04%,74.1,74.21,71.26,193300,07/31/20
MGI,"Moneygram Intl",3.48,-0.31,-8.18%,3.95,4,3.23,5025900,07/31/20
MGHL,"Morgan Group Hlds CO",12.4,2.4,+24.00%,20,20,12,1800,07/31/20
MGEE,"Mge Energy Inc",66.33,-0.40000000000001,-0.60%,66.38,66.42,65.61,109400,07/31/20
MG,"Mistras Group Inc",3.53,-0.05,-1.40%,3.5,3.54,3.41,107800,07/31/20
MFNC,"Mackinac Financial",9.1,-0.21,-2.26%,9.49,9.5,9.01,19800,07/31/20
MFA,"MFA Financial Inc",2.63,-0.06,-2.23%,2.67,2.7,2.58,5596400,07/31/20
MESA,"Mesa Air Group Inc",3.1,-0.08,-2.52%,3.16,3.19,3.02,658700,07/31/20
MEIP,"Mei Pharma Inc",2.77,-0.03,-1.07%,2.83,2.86,2.67,1027500,07/31/20
MEI,"Methode Electronics",28.2,-0.94,-3.23%,29.2,29.2,27.71,267200,07/31/20
MEET,"The Meet Group",6.23,0.03,+0.48%,6.22,6.24,6.21,814000,07/31/20
MEDP,"Medpace Holdings Inc",119.35,-0.15000000000001,-0.13%,119.52,120.01,116.63,455600,07/31/20
MED,"Medifast Inc",167.13,1.12,+0.67%,166.14,167.65,164,253100,07/31/20
MEC,"Mayville Engineering Company Inc",7.59,-0.2,-2.57%,7.8,7.8,7.55,5300,07/31/20
MDRX,"Allscripts Hlthcare",9,1.41,+18.58%,9.25,10.49,8.56,7277300,07/31/20
MDP,"Meredith Corp",14.36,-0.31,-2.11%,14.47,14.61,13.97,388400,07/31/20
MDGL,"Madrigal Pharmaceuticals Inc",102.61,-4.34,-4.06%,109.91,109.91,101.26,133400,07/31/20
MDC,"M.D.C. Holdings",44.83,-0.86,-1.88%,45.24,45.28,43.6,733400,07/31/20
MD,"Mednax Inc",19.98,-0.41,-2.01%,20.37,20.95,19.9,856500,07/31/20
MCS,"Marcus Corp",13.81,-0.59,-4.10%,14.22,14.22,13.57,262200,07/31/20
MCRI,"Monarch Casino",36.19,-1.03,-2.77%,37.21,37.21,35.86,119200,07/31/20
MCRB,"Seres Theraptc",3.74,-0.04,-1.06%,3.79,3.86,3.67,708200,07/31/20
MCFT,"Mcbc Holdings",20.7,-1.16,-5.31%,21.79,21.79,20.3,115700,07/31/20
MCF,"Contango Oil & Gas Company",1.78,-0.04,-2.20%,1.81,1.8399,1.76,291700,07/31/20
MCBS,"Metrocity Bankshares Inc",13.48,-0.25,-1.82%,13.72,13.72,13.12,38200,07/31/20
MCBC,"Macatawa Bank Corp",7.2,-0.15,-2.04%,7.27,7.36,7.14,126800,07/31/20
MCB,"Metropolitan Bank Holding Corp",29.58,-0.72,-2.38%,30.05,30.05,29.13,11100,07/31/20
MC,Moelis,29.79,-0.050000000000001,-0.17%,29.9,30.01,29.45,522600,07/31/20
MBWM,"Mercantile Bank Corp",21.29,-0.21,-0.98%,21.28,21.43,20.61,56100,07/31/20
MBUU,"Malibu Boats Inc",58.78,-2.06,-3.39%,60.21,60.9,57.79,243600,07/31/20
MBIO,"Mustang Bio Inc",3.08,0.05,+1.65%,3.07,3.1,2.94,684500,07/31/20
MBIN,"Merchants Bancorp",18.43,-0.7,-3.66%,19.23,19.23,18.14,28400,07/31/20
MBII,"Marrone Bio Innov",1.11,0.01,+0.91%,1.09,1.13,1.09,62700,07/31/20
MBI,"MBIA Inc",8.01,-0.07,-0.87%,8.03,8.13,7.93,645300,07/31/20
MBCN,"Middlefield Banc",17.64,-0.37,-2.05%,17.86,17.9,17.52,8900,07/31/20
MAXR,"Maxar Technologies Ltd",17.79,-0.11,-0.61%,18.1,18.23,17.5,946800,07/31/20
MATX,"Matson Inc",36.42,0.31,+0.86%,36.04,36.43,35.27,284600,07/31/20
MATW,"Matthews Intl Corp",21.6,0.39,+1.84%,21.25,21.84,21,401700,07/31/20
MANT,"Mantech Intl Cp A",69.58,-1.17,-1.65%,70.23,70.37,68.5,283000,07/31/20
MAC,"Macerich Company",7.63,-0.53,-6.50%,8.09,8.16,7.62,6592600,07/31/20
M,"Macy's Inc",6.06,-0.16,-2.57%,6.26,6.32,6,23038300,07/31/20
LZB,"La-Z-Boy Inc",28.46,-0.38,-1.32%,28.66,28.73,27.93,269800,07/31/20
LYTS,"L S I Industries",5.86,-0.16,-2.66%,5.96,5.96,5.76,96900,07/31/20
LYRA,"Lyra Therapeutics Inc",13.4,-0.19,-1.40%,13.84,13.84,13.15,56900,07/31/20
LXRX,"Lexicon Pharmaceutcl",1.94,-0.06,-3.00%,1.86,1.94,1.8,2622600,07/31/20
LXP,"Lexington Realty Trust",11.6,-0.0099999999999998,-0.09%,11.58,11.67,11.46,3241600,07/31/20
LXFR,"Luxfer Holdings Plc",12.7,-0.66,-4.94%,13.3,13.3,12.38,152500,07/31/20
LUNA,"Luna Innovations Inc",5.67,-0.1,-1.73%,5.78,5.78,5.55,178800,07/31/20
LTRPA,"Liberty Tripadv A",2.48,-0.18,-6.77%,2.66,2.66,2.36,1311600,07/31/20
LTHM,"Livent Corp",6.27,-0.19,-2.94%,6.39,6.43,6.2,1321400,07/31/20
LTC,"Ltc Properties",37.15,-1.62,-4.18%,38.38,38.5,36.02,817300,07/31/20
LSCC,"Lattice Semicond",31.09,0.059999999999999,+0.19%,31.01,31.38,30.39,1303700,07/31/20
LRN,"K12 Inc",45.79,-1.96,-4.10%,48.19,48.42,44.72,1600000,07/31/20
LQDT,"Liquidity Services",5.15,-0.0099999999999998,-0.19%,5.17,5.28,5.06,179000,07/31/20
LQDA,"Liquidia Technologies Inc",5.53,0.17,+3.17%,5.36,5.64,5.31,169500,07/31/20
LPX,"Louisiana-Pacific Corp",31.67,-0.22,-0.69%,31.66,31.94,30.99,1255100,07/31/20
LPSN,"Liveperson Inc",42.98,1.3,+3.12%,42.12,42.98,41.29,906900,07/31/20
LPG,"Dorian Lpg Ltd",8.54,-0.11,-1.27%,8.66,8.79,8.36,413700,07/31/20
LOVE,"The Lovesac Company",31.78,-0.18,-0.56%,32.3,32.65,30.33,248600,07/31/20
LORL,"Loral Space Comm",18.17,-0.76,-4.01%,19,19.04,17.9,149800,07/31/20
LOGC,"Logicbio Therapeutics Inc",7.84,-0.77,-8.94%,8.64,8.69,7.75,66100,07/31/20
LOCO,"El Pollo Loco",19.76,2.56,+14.88%,17.62,19.83,17.26,2195600,07/31/20
LOB,"Live Oak Bancsh",17.01,-0.32,-1.85%,17.29,17.52,16.67,198200,07/31/20
LNTH,"Lantheus Holdings",13.48,-1.17,-7.99%,14.44,14.46,13.13,1600700,07/31/20
LNN,"Lindsay Corp",96.97,-0.82000000000001,-0.84%,97.06,97.06,94.37,54300,07/31/20
LNDC,"Landec Cp",9.44,-0.22,-2.28%,9.58,9.65,9.28,157200,07/31/20
LMST,"Limestone Bancorp Inc",10.58,-0.49,-4.43%,10.85,10.87,10.45,11500,07/31/20
LMNX,"Luminex Corp",36.4,-0.32,-0.87%,37.05,37.19,35.83,491900,07/31/20
LMNR,"Limoneira Company",13.48,-0.76,-5.34%,14.12,14.19,13.31,53100,07/31/20
LMAT,"Lemaitre Vascular",29.33,-0.9,-2.98%,30.19,30.19,28.66,230900,07/31/20
LLNW,"Limelight Networks",6.27,-0.010000000000001,-0.16%,6.29,6.36,6.11,2128200,07/31/20
LL,"Lumber Liquidators Holdings Inc",22.32,-0.82,-3.54%,23.31,23.35,21.41,1074800,07/31/20
LKFN,"Lakeland Finl Corp",44.26,-0.6,-1.34%,44.06,44.68,43.28,159700,07/31/20
LJPC,"LA Jolla Pharma",3.98,-0.2,-4.78%,4.14,4.17,3.92,478100,07/31/20
LIVX,"Livexlive Media Inc",3.03,-0.11,-3.50%,3.16,3.23,3.03,491400,07/31/20
LIVN,"Livanova Plc OR Sh",46.54,-2.93,-5.92%,49.48,50.33,46.27,732300,07/31/20
LIND,"Lindblad Expd Hld",7.25,-0.24,-3.20%,7.47,7.47,7.25,287400,07/31/20
LILAK,"Liberty Latin America Cl C",10.23,0.25,+2.51%,9.88,10.57,9.78,1609500,07/31/20
LILA,"Liberty Latin America Cl A",10.28,0.24,+2.39%,10.01,10.59,9.98,308900,07/31/20
LHCG,"LHC Group Inc",195.11,-2.14,-1.08%,197.62,197.74,190.58,258400,07/31/20
LGND,"Ligand Pharm",117.18,-9.54,-7.53%,127.25,127.7,112.26,566600,07/31/20
LGIH,"LGI Homes Inc",114.11,-2.79,-2.39%,117.31,117.31,111.15,306900,07/31/20
LFVN,"Lifevantage Cp",12.84,-0.52,-3.89%,13.3,13.4,12.81,43900,07/31/20
LEVL,"Level One Bancorp Inc",16.17,-0.19,-1.16%,16.93,16.94,16.17,3800,07/31/20
LEGH,"Legacy Housing Corp",13.74,0.1,+0.73%,13.52,14,12.7,39700,07/31/20
LE,"Lands' End Inc",8.62,0.09,+1.06%,8.53,8.93,8.48,276600,07/31/20
LDL,"Lydall Inc",16.2,-0.53,-3.17%,16.65,16.65,15.53,226700,07/31/20
LCUT,"Lifetime Brands Inc",7.05,-0.19,-2.62%,7.24,7.24,6.85,11700,07/31/20
LCNB,"Lcnb Corp",12.52,-0.52,-3.99%,13.2,13.23,12.43,42100,07/31/20
LCII,"Lci Industries",125.8,1.66,+1.34%,123.49,125.99,123.4,187300,07/31/20
LCI,"Lannett Co. Inc",5.95,-0.2,-3.25%,6.12,6.18,5.92,307900,07/31/20
LC,"Lendingclub Corp",5.22,-0.34,-6.12%,5.51,5.6,5.13,1001500,07/31/20
LBRT,"Liberty Oilfield Services Inc",5.65,-0.44,-7.22%,6.01,6.06,5.47,561900,07/31/20
LBC,"Luther Burbank Corp",9.57,-0.14,-1.44%,9.62,9.66,9.38,38500,07/31/20
LBAI,"Lakeland Bancorp Inc",10.18,-0.17,-1.64%,10.26,10.26,9.99,178300,07/31/20
LAWS,"Lawson Products IN",29.88,-0.62,-2.03%,30.72,31.13,29.88,8000,07/31/20
LAUR,"Laureate Education Inc",12.68,0.13,+1.04%,12.55,12.71,12.39,1073900,07/31/20
LASR,"Nlight Inc",23.17,0.46,+2.03%,22.75,23.21,21.97,179200,07/31/20
LARK,"Landmark Bancorp Inc",20.6,-0.97,-4.50%,20.49,20.75,20.49,5100,07/31/20
LAND,"Gladstone Land Corp",16.08,-0.23,-1.41%,16.32,16.35,15.66,136900,07/31/20
LANC,"Lancaster Colony Cor",158.59,0.24000000000001,+0.15%,157.5,159.26,156.69,148700,07/31/20
LAKE,"Lakeland Inds Inc",23.66,-0.039999999999999,-0.17%,23.8,23.92,23.13,429400,07/31/20
LADR,"Ladder Capital Corp",7.77,0.06,+0.78%,7.99,8.18,7.46,1360300,07/31/20
LAD,"Lithia Motors",229.15,-3.65,-1.57%,232.8,234.98,220.64,331400,07/31/20
KZR,"Kezar Life Sciences Inc",4.37,-0.04,-0.91%,4.41,4.49,4.26,264600,07/31/20
KWR,"Quaker Chemical Corp",194,0.19,+0.10%,191.88,194.55,189.3,70200,07/31/20
KW,"Kennedy-Wilson Holdings Inc",14.84,-0.16,-1.07%,14.88,14.89,14.48,690300,07/31/20
KVHI,"K V H Inds Inc",8.12,0.069999999999999,+0.87%,8.15,8.45,8.04,78500,07/31/20
KURA,"Kura Oncology",16.44,-0.3,-1.79%,16.5,16.62,15.88,416300,07/31/20
KTOS,"Kratos Defns",18.01,-0.26,-1.42%,18.21,18.21,17.4,1096600,07/31/20
KTB,"Kontoor Brands Inc [Ktb/I]",19.16,-0.13,-0.67%,19.18,19.3,18.68,696200,07/31/20
KRYS,"Krystal Biotech Inc",41.29,-1.42,-3.32%,42.71,43,39.81,128900,07/31/20
KRUS,"Kura Sushi USA Inc Cl A",10.39,-0.29,-2.72%,10.7,10.88,10,126500,07/31/20
KRTX,"Karuna Therapeutics Inc",81.8,-0.26000000000001,-0.32%,82.25,82.65,80.48,136800,07/31/20
KROS,"Keros Therapeutics Inc",32.1,1.46,+4.77%,30.48,33.08,29.02,49600,07/31/20
KRO,"Kronos Worldwide Inc",11.24,0.029999999999999,+0.27%,11.18,11.27,11.1,200800,07/31/20
KRNY,"Kearny Financial",8.04,0.2,+2.55%,8.22,8.48,7.92,383800,07/31/20
KRMD,"Repro Med Sys Inc",10.43,-0.18,-1.70%,10.61,10.74,10.15,194000,07/31/20
KRG,"Kite Realty Group Trust",9.87,-0.12,-1.20%,9.97,10.09,9.68,573700,07/31/20
KREF,"KKR Real Estate Finance Trust Inc",16.65,-0.060000000000002,-0.36%,16.57,16.82,16.3,380600,07/31/20
KRA,"Kraton Performance Polymers Inc",13.15,-0.86,-6.14%,13.9,14.15,12.93,689600,07/31/20
KPTI,"Karyopharm Therapeut",16.05,-0.49,-2.96%,16.6,16.76,15.91,1568000,07/31/20
KOS,"Kosmos Energy Ltd",1.61,0.04,+2.55%,1.58,1.6181,1.55,5842400,07/31/20
KOP,"Koppers Holdings Inc",25.17,-0.22,-0.87%,25.1,26.09,24.59,203400,07/31/20
KODK,"Eastman Kodak",21.85,-7.98,-26.75%,25.02,25.7,20.27,57453800,07/31/20
KOD,"Kodiak Sciences Inc",46.33,-1.16,-2.44%,47.65,48.15,45.93,316200,07/31/20
KNSL,"Kinsale Capital Group Inc",194.9,28.99,+17.47%,169,195,169,347900,07/31/20
KNSA,"Kiniksa Pharmaceuticals Ltd",19.52,-0.1,-0.51%,19.6,20.05,19.12,319800,07/31/20
KNL,"Knoll Inc",11.71,0.12,+1.04%,11.42,11.72,11.25,443400,07/31/20
KN,"Knowles Corp",15.26,-0.56,-3.54%,15.73,15.82,14.75,1096000,07/31/20
KMT,"Kennametal Inc",26.96,-0.91,-3.27%,27.52,27.74,26.2,795900,07/31/20
KLDO,"Kaleido Biosciences Inc",5.97,-0.08,-1.32%,6.18,6.3,5.81,143300,07/31/20
KIN,"Kindred Biosciences",3.29,-0.07,-2.08%,3.38,3.41,3.2,303800,07/31/20
KIDS,"Orthopediatrics Corp",42.19,-0.61,-1.43%,42.7,43.22,41.91,126700,07/31/20
KFY,"Korn/Ferry International",28.1,-0.51,-1.78%,28.34,28.4,27.33,271000,07/31/20
KFRC,"Kforce Inc",28.84,-0.23,-0.79%,28.89,28.93,28.08,216400,07/31/20
KERN,"Akerna Corp Cl A",6.53,0.21,+3.32%,6.31,6.56,6.25,32800,07/31/20
